BendDieBendingAngle,BendDieLateralMovement,ColletAxialForce,ColletAxialMovement,MandrelAxialForce,MandrelAxialMovement,PressureDieAxialForce,PressureDieAxialMovement,PressureDieLateralForce,WiperDieAxialForce,WiperDieLateralForce,WiperDieLateralMovement,Diameter tube [mm],Wallthickness tube [mm],Mandrel extraction before bending end [],Collet boost [-],Clearance pressure die [mm]
0.0,-0.090228892863,0.86697143316,0.0,-0.0083128893748,-51.219924927,0.0,-79.999992371,0.0,0.02789889276,-1.7501312494,-0.13724914193,21.7,0.8,0,0.95,0.0
0.0,-0.042990483344,-1.0342741013,0.0,0.22781342268,-51.219924927,0.0,-79.999992371,0.0,-0.0072426390834,-1.2406483889,-0.11093369871,21.7,0.8,0,0.95,0.0
0.0,0.020237447694,0.43379408121,0.0,-0.041185256094,-51.219924927,0.0,-79.999992371,0.0,-0.0085006998852,-0.85659217834,-0.072952367365,21.7,0.8,0,0.95,0.0
0.0,0.089356258512,2.0605225563,0.0,0.045749887824,-51.219924927,0.0,-79.999992371,0.0,-0.010582095943,-0.48000249267,-0.020057382062,21.7,0.8,0,0.95,0.0
0.0,0.14939068258,0.92004132271,0.0,0.19513474405,-51.219924927,0.0,-79.999992371,0.0,0.0010133465985,-0.1579747647,0.007960325107,21.7,0.8,0,0.95,0.0
0.0,0.19375172257,1.1061356068,0.0,-0.11919927597,-51.219924927,0.0,-79.999992371,0.0,0.0,0.0,0.0096000693738,21.7,0.8,0,0.95,0.0
0.0,0.22727258503,-1.6328519583,0.0,0.14154918492,-51.219924927,0.0,-79.999992371,0.0,0.0,0.0,-0.0094771394506,21.7,0.8,0,0.95,0.0
0.0,0.25584256649,-0.092636138201,0.0,0.1023023501,-51.219924927,0.0,-79.999992371,0.0,0.0,0.0,-0.0081026786938,21.7,0.8,0,0.95,0.0
0.0,0.27667766809,1.9273822308,0.0,-0.061240237206,-51.219924927,0.0,-79.999992371,0.0,0.0,0.0,0.010757365264,21.7,0.8,0,0.95,0.0
0.0,0.28441777825,1.3679965734,0.0,0.14027921855,-51.219924927,0.0,-79.999992371,0.0,0.0,0.0,0.0064030112699,21.7,0.8,0,0.95,0.0
0.0,0.28197458386,0.21253089607,0.0,0.018748031929,-51.219924927,0.0,-79.999992371,0.0,0.0,0.0,-0.0084106558934,21.7,0.8,0,0.95,0.0
0.0,0.27457880974,-0.058546938002,0.0,0.031489845365,-51.219924927,0.0,-79.999992371,0.0,0.0,0.0,0.0033153477125,21.7,0.8,0,0.95,0.0
0.0,0.25840118527,0.58232539892,0.0,0.13025946915,-51.219924927,0.0,-79.999992371,0.0,0.0,0.0,0.0089801056311,21.7,0.8,0,0.95,0.0
0.0,0.22438439727,1.6336444616,0.0,0.025268968195,-51.219924927,0.0,-79.999992371,0.0,0.0,0.0,-0.0047342074104,21.7,0.8,0,0.95,0.0
0.0,0.17097535729,-0.33845999837,0.0,0.061240129173,-51.219924927,0.0,-79.999992371,0.0,0.0,0.0,-0.0082320999354,21.7,0.8,0,0.95,0.0
0.0,0.11132474244,-1.4593849182,0.0,0.082796648145,-51.219924927,0.0,-79.999992371,0.0,9.9865268567e-05,-0.014760328457,0.0059339627624,21.7,0.8,0,0.95,0.0
0.0,0.053950656205,1.243442297,0.0,0.0087187150493,-51.219924927,0.0,-79.999992371,0.0,0.0030878363177,-0.54714494944,-0.063022173941,21.7,0.8,0,0.95,0.0
0.0,-0.0010455334559,1.1652777195,0.0,0.055123534054,-51.219924927,0.0,-79.999992371,0.0,0.00072839402128,-0.68100696802,-0.1063747704,21.7,0.8,0,0.95,0.0
5.458132809161758e-20,-0.058006811887,0.67338228226,0.0,0.060856766999,-51.219924927,0.0,-79.999992371,0.0,0.04525109753,-1.2593756914,-0.11552171409,21.7,0.8,0,0.95,0.0
